comment,label,rate
Shop ph?c v? r?t t?t.,POS,5
Hàng ??p.,POS,5
C?m ?n shop nhé ??.,POS,5
??p h?n c? hình!,POS,4
Áo h?i r?ng shop oi.,NEU,3
Áo ch?t m?n ??p.,POS,4
??t h?ng thì shop giao màu xanh.,NEG,1
"Ch?t l??ng s?n ph?m kém, l?i nhi?u.",NEG,1
Sa?n phâ?m ?e?p l??m luôn h??p vi? tiê?n n??a.,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t nhanh.,POS,5
Ch?t l??ng phù h?p giá ti?n.,POS,4
Áo ko có gi?ng hình..,NEG,2
"Dùng th? combo gi?m giá thì th?y v?y thôi, ch? th??ng thì ?n r?t Oke nhak .",NEU,3
K thích ch? ?? nháy.,NEU,3
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
#NAME?,POS,4
?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t Th?i gian giao hàng r?t nhanh; Ph?n chép h?c l?nh c?a remote ?èn led không sáng!,POS,5
M?m m?n co dãn ?ã l?m c?.,POS,5
áo ?ep.,POS,4
Giao thi?u hàng Ch?t l??ng s?n ph?m t?t.,NEG,2
Ship siêu nhanh.,POS,5
"Cotton nh?, mát.",POS,4
?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,5
C?m ?n shop nhá.,POS,4
Xinh quá nh?ng mà v?i h?i m?ng nhé!,POS,4
Áo max ??p luôn shop ?i.????.,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
"Hai áo 2 size hoàn toàn khác , size màu tr?ng th?t s? ch? dành bé 2 tu?i m?c m?i v?a.",POS,5
"Ch?t l??ng s?n ph?m tuy?t v?i.form gi?ng hình, v?i m?n, da ??p.",POS,5
Nh?n hàng ?ng l?m ý :)) mua 2 l?n roii mà hàng lúc nào cg ??p????.,POS,5
Th?i gian giao hàng r?t nhanh.Hàng ok.,POS,4
?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t.,POS,5
"Form áo h?i nh?,mn nên ??t size to h?n ?? m?c v?a.",NEU,3
Shop giao hàng r?t và gói hàng r?t ch?n ch?n.,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
R?t ??p shop nhé.,POS,5
Không hài lòng v?i áo khoác này.,NEG,1
K có c?n .,POS,4
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
"Ch?t l??ng s?n ph?m tuy?t v?i, ch?t và ki?u hình kp chê.",POS,5
"?ng ý, gi?ng y hình ?óng gói s?n ph?m r?t ??p và ch?c ch?n.",POS,5
"bông tai ??p nh? hình, Ch?t l??ng s?n ph?m tuy?t v?i.",POS,5
Th?y nhi?u ?ánh giá 5 nên t??ng ??t mua.,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Ch?t l??ng s?n ph?m tuy?t v?i Shop ph?c v? r?t t?t R?t ?áng ti?n R?t ?áng ti?n Th?i gian giao hàng r?t nhanh.,POS,5
Chat len ko dc dep.,NEG,2
"Áo ??p, Shop ph?c v? r?t t?t.",POS,5
??p c?c k? thích.,POS,5
"Shop giao hàng r?t nhanh, ?óng gói sp r?t k? ?.",POS,4
Màu t?i ko giôngd ?nh.,NEG,2
S?n ph?m r?t ??p.,POS,5
Áo form suông r?ng mà k b? thùng thình.,POS,4
4cái ??u ??p h?t????ok l?m,POS,5
Hàng ??p.,POS,4
"Shop ph?c v? r?t t?t , t? v?n nhi?t tình mà dc shop t?ng quà n?a.",POS,5
Dây b?ng qá to móc cài kh?ng l? luôn ko nh? hình.,NEG,1
???ng may áo t? quá ??.,NEG,1
b? ?au chân.,NEG,1
M?i u?ng ?c g?n 2 ngày mà ?ã gi?m ???c 2kg r?i.,POS,4
"V?i m?n ??p, màu xanh nh?t c?ng r?t ??p.",POS,5
"Ch?t l??ng s?n ph?m tuy?t v?i Shop ph?c v? r?t t?t Th?i gian giao hàng r?t nhanh, giày ??p, R?t ?áng ti?n.",POS,5
"Nh? nt ch?m, k t??ng tác t?t.",NEG,2
"S?n ph?m ??p, gi?ng hình, ch? shop d? th??ng vãi.",POS,5
?óng gói s?n ph?m r?t ??p và ch?c ch?n Th?i gian giao hàng r?t nhanh.,POS,4
"Qu?n ??p l?m shop ?i, s? ?ng h? shop lâu.",POS,5
mình r?t thích.,POS,5
"S?n ph?m tuy?t v?i, v?a v?n, ??ng form",POS,4
Ch?t l??ng t??ng ?ng v?i giá ti?n.,NEU,3
"Ch?t l??ng s?n ph?m tuy?t v?i, ?óng gói s?n ph?m r?t ??p và ch?c ch?n, Shop ph?c v? r?t t?t, Th?i gian giao hàng r?t nhanh, R?t ?áng ti?n.",POS,5
Ph?i ti?m may l?i.,NEG,1
Thi?t k? không ???c khoa h?c.,NEG,2
Shop ph?c v? r?t t?t.,POS,4
?ng l?m!,POS,4
Qu?n ok... nh?ng ??t màu ?en mà giao màu da.,NEG,2
Shop c?ng ghi ngoài bao bì là màu xanh.,NEG,1
s? ?ng h? shop dài dàii.,POS,4
Giày xinh...các ?i ??p ?!,POS,4
"Mình 1m6 55kg mua size M v?n th?y to, ph?n vai r?ng nên các b?n n? m?c nhìn h?i thô.",NEG,1
"??p t? v? ngoài c?a son son, thân son ??n ch?t son.",POS,4
Balo r?t ??p.,POS,5
"gi?y c? 42 to h?n n?a size v?i bt, m?i gi?y l?ch.",NEG,1
Form h?i nh? nh?ng cute.,POS,4
S? ?ng h? shop lâu dài.,POS,4
?ây ?úng h?n là son màu có d??ng ?m.,NEG,2
"Hàng ??p nh?ng gói hàng ch?a k? l?m, lúc nh?n ???c thì tr?i m?a nên m? bên ??t h?t.",NEU,3
Mình ??t qu?n ren mà g?i mình qu?n gân :(.,NEG,1
"hàng thi?u c?c bông trang trí, Th?i gian giao hàng r?t nhanh.",POS,4
Ko gi?ng nh? hình.,NEG,1
"Áo may k?, ??p.",POS,4
Dat xanh den giao den.,NEU,3
Qu?n ??p nh?ng b?n nào mua nh? nh?y 1 sz lên e 51kg mà m?c sz xl v?a in luôn k c?n rút day d? là s?p mua them cai m?i hi.,POS,4
Áo freesize nên m?c h?i r?ng chút nh?ng ch?t l??ng s?n ph?m t?t.,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
ki?u ??p mà ch?t v?i không ?ng.,NEU,3
"s?n ph?m mình ch?a k?p m?c th? nh?ng nhìn khá ok dù có 1 vài l?i nh?, nhiên c?ng h?p giá ti?n r?i. ch? shop nhi?t tình l?m ^^.",POS,4
"Nói v? sp thì ???c, th?i gian giao hàng h?i b? lâu.",POS,4
Áo b? b?n phía vai :((((.,NEG,1
?óng gói ko ??p nh?ng hàng ??p.,POS,4
Hàng ??p xu?t s?c nhé.Ch? ch? vui v? nhi?t tình .Giao hàng r?t .,POS,5
Tôi ha?i lo?ng v??i chiê?c a?o va? m??c gia? cu?a shop.,POS,4
Nguyên seal mà giao hàng lâu.,NEG,2
Nên mua rô?ng h?n size ?ê? m??c ko ôm ?u?i.,NEU,3
Th?i gian giao hàng nhanh.,POS,4
Làm ?n quá t?.,NEG,1
S?n ph?m r?t ??p ?.,POS,4
áo ??p nh? hình nhé nh?n hàng r?t ?ng ý. ch?t l??ng s?n ph?m tuy?t v?i Shop ph?c v? r?t t?t R?t ?áng ti?n. n?u thick nên mua ko c?n ??n ?o.,POS,5
"Ch?t ??p, giao hàng nhanh, t? v?n nhi?t tình ????.",POS,5
"Ch?t l??ng s?n ph?m tuy?t v?i, giáo hàng khá nhanh, có ?i?u h?p b? móp nhi?u.",NEU,3
Shop giao ?úng size giày gi?ng vs hình nh?ng ?óng gói còn x? xài ngoài thì r?t tuy?t ??????.,POS,4
N?ng mà ki?u ng?t g?t s ?y.,NEG,1
N?.,NEU,3
"Gia tot nhug tui nho kho su dung , mac du sot tac nho nhug van ko vua.",NEG,2
"R?t không ?áng ti?n Ch?t l??ng s?n ph?m r?t kém , ch?t v?i r?t t?.",NEG,1
Có tem c?a DGW.,POS,4
Ch?t l??ng r?t ok ??????.,POS,4
"Qu?n dày d?n, ???ng may ??p, dáng qu?n ??p, màu s?c m??t mà.",POS,5
?áng ?? mua ??? R?t ?áng ti?n v?i t?t ??.,POS,5
"Ch?t v?i r?t ??p, r?t t?t.",POS,5
S?n ph?m b? rách bên ?ng chân ph?i kho?ng 10cm.,NEG,2
"vòi nhà mình k tháo ?c ?? l?p nh?ng dù ch?t l??ng c?ng ok ="")))).",NEU,3
Chúc shop buôn may bán ??t nha :D.,POS,4
Ha?ng ?e?p.chu? shop nhiê?t ti?nh.,POS,4
"Hàng ok, giá h?p lý.",POS,4
L?n s? ?ng h? shop n?a ?.,POS,4
"1l mâ?t ong = 1kg300 , nh?ng cu?a shop 1kg235 .",POS,4
Shop giao hàng r?t .,POS,4
Sp l?i nhi?u m?t cúc b?m.,NEG,1
"Tôi r?t hài lòng v?i s?n ph?m, các b?n có mua thì ch?n size l?n h?n tí s? ??p h?n.",POS,5
Áo r?t ??p ch?t v?i m?n m?n Shop ph?c v? r?t t?t.,POS,5
Thích thì mua không thích thì thôi.,NEG,1
Áo ??p l?m í.,POS,5
trông nh? quá.,NEG,2
"Áo r?t ??p, gi?ng nh? hình??????.",POS,5
Th?i gian giao hàng khá nhanh.,POS,4
Ch?t l??ng khá ok.,POS,4
"Shop ph?c v? r?t t?t Th?i gian giao hàng r?t Ch?t l??ng s?n ph?m tuy?t v?i,shop d? th??ng.",POS,5
Ch?t l??ng s?n ph?m tuy?t v?i Shop ph?c v? r?t t?t ?óng gói s?n ph?m r?t ??p và ch?c ch?n R?t ?áng ti?n.,POS,5
?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,5
Mã QR là gi?... ch? dán lên thôi.,NEG,1
Sp r?t OK..mình ??t thêm cái n?a r?i..,POS,5
"?óng gói s?n ph?m r?t ??p và ch?c ch?n, nhanh.",POS,5
Áo s? mi h?ng không gi?ng ?nh nói là chán.,NEG,1
Ch?t l??ng s?n ph?m tuy?t v?i nh?ng shop ph?c v? kém quá.,NEU,3
Ch?t l??ng s?n ph?m tuy?t v?i shop nhi?t tình.??.,POS,5
"áo ng?n quá, nhìn ?nh ko nh? v?y.",NEG,1
Hàng gi?ng nh? trog hình.,POS,4
Ch?t l??ng s?n ph?m tuy?t v?i??.,POS,5
"V?n nh? l?n tr??c, ch?t áo ??p kh?i chê.",POS,5
"Hàng ??p, y hình, r? ??.",POS,4
"Th?i gian giao hàng r?t nhanh, ch?t l??ng s?n ph?m tuy?t v?i,shop ph?c v? r?t t?t.",POS,5
Ch?t l??ng s?n ph?m ok l?m ?.,POS,5
Giao hàng nhanh.,POS,4
Ch?t l??ng t?t.,POS,4
Ch?t l??ng sp t?t.,NEU,3
Th?i gian giao hàng váy h?i r?ng.,NEU,3
Shop r?t nhi?t tình và s?n ph?m r?t ??p.,POS,5
Tuy?t v?i ông m?t tr?i ???.,POS,5
Shop ph?c v? r?t t?t.,POS,5
"dép h?i nh? v?i size, các b?n mua size l?n h?n 1 nhé, mình mua 37 tr?t , shop ph?c v? t?t.",POS,5
Shop ph?c v? r?t t?t.,POS,5
Th?i gian giao hàng r?t R?t ?áng ti?n.,POS,5
Nh?ng nhìn r?t ?n v?i giá ti?n.,POS,4
"Chân váy ??p, m?i t?i ng m?c ng?n quá T.T !!!",NEU,3
T? r?t t?.,NEG,1
Áo ??p ?ng h?i b? ??.,NEU,3
Nh?ng mình v?n 4* vì giao hàng quáaaa lâu.,POS,4
Màu k gi?ng hình.,NEG,1
Ch?a th?y shop nào bán hàng có tâm nh? shoo này ib khách t? v?n v? ch?t v?i và ch?t l??ng hàng shop nh?t ?óng d?u khách bóc hàng hàng tr?c ti?p (??i v?i mình) còn ti?n nào c?a n?y.,POS,5
?úng ki?u r? mà ??p .,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
?óng gói c?n th?n.,POS,4
Áo quá nh? luôn.,NEG,2
Thun co giãn t?t.,POS,4
Ch? shop nhi?t tình thân thi?n.,POS,4
s?n ph?m ch?t lg x?u.,NEG,1
?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,4
R?t ?ag ti?n.,POS,5
Ok.,POS,4
Shop k nói rõ h?i th?t v?ng.,NEG,2
V?y mà m? l?i là màu ?en.,NEG,1
Lúc ???c lúc không.,NEG,2
Ch?t l??ng s?n ph?m tuy?t v?i Ch?t l??ng s?n ph?m tuy?t v?i Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t Th?i gian giao hàng r?t nhanh.,POS,5
1h ??n ?c xác nhân.,POS,5
Áo c?a shop c?c ??pj luôn.,POS,5
T?m dc.,NEU,3
Sai l?ch v? s? ?o mô t? s?n ph?m nên mua v? l?i cho.,NEG,1
Màu không gi?ng ?nh.,NEG,2
S?n ph?m ok nh?ng mình không hài lòng vì cách ph?c v? c?a shop.,NEG,2
"Giao ?? s? l??ng nh?ng fom áo r?t r?ng, v?i quá m?ng, không có ???ng may d?n ch? có ???ng may v?t s? thôi.",NEG,2
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n gi?ng nh? hình.,POS,5
"Áo ??p, v?i t?t, y chang hình luôn.",POS,4
"Shop phuc vu nhiet tinh ,hang rat dep.",POS,5
???ng may g?n khóa b? bung v?i k ch?c.,NEG,2
Hi?n t?i dùng t?i ngày t3 thì r?ng có sáng lên nh?ng 2 ngày ??u k ê r?ng t?i hôm t3 sáng ng? d?y thì r?ng h?i ê.,NEG,2
L?u ý là gi?i thi?u dành nh?ng b?n d??i 55kg nh?ng mình 47kg m?c th?y khá ôm ng??i r?i nên trên 50kg cân nh?c nhé.,NEG,2
Ch?c ch?n s? ?ng h? ti?p.,POS,4
"Ki?n gió nhà mình k ?n, nên k ?u?i ???c ki?n.",NEG,1
Ch?t l??ng s?n ph?m h?p v?i giá c?.,POS,4
?ây là size h?i nh? nên b?n nào ?i size bình th??ng nên t?ng lên m?t size nhé.,NEU,3
?ã nh?n ???c hàng.,NEU,3
Nh?g mik g?y quá nên size m c?g h?i r?ng Shop ph?c v? r?t t?t ?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,5
"Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n, áo r?t ??p, r?t hài lòng, giá t?t.",POS,5
Áo ??p!,POS,4
Thanks shop túi xinh l?m ??.,POS,5
Ch? shop nh?n dt :))))).,POS,5
Chim ?ng l?m l?m luôn.,POS,5
Ch?t l??ng s?n ph?m t?t .,POS,4
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n giá c? h?p lí.,POS,5
Cung ?c.,NEU,3
"Áo oversize ?úng form mình thích, ch?t li?u ??p, mát.",POS,5
"Ch?t l??ng s?n ph?m tuy?t v?i, R?t ?áng ti?n, b? m?c ??p l?m ? ??.",POS,5
Ch?t l??ng t?t.,POS,4
"Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Th?i gian giao hàng r?t R?t ?áng ti?n , ?ng h? shop dài dài ?.",POS,5
Áo r?t ??p.v?i m?m mình r?t ?ng.,POS,4
Sp b? bong keo.,NEG,2
Ch?t l??ng s?n ph?m t?t ?óng gói s?n ph?m ch?c ch?n Shop ph?c v? khá t?t ?áng ??ng ti?n Th?i gian giao hàng nhanh.,POS,5
"áo v?i dày d?n t?t, m?u y hình, ship nh?ng form áo quá r?ng. mình order size M mà r?ng nh? cái m?n ý =)))).",NEG,2
"Hàng ??p, ch?t l??ng t?t.",POS,4
"Ch?t l??ng s?n ph?m tuy?t v?i, Shop ph?c v? r?t t?t, Th?i gian giao hàng r?t nhanh.",POS,5
ch?t t?,NEG,1
?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,5
Dat mua hình màu xanh mà gui ve màu h?ng.,NEG,1
Th?i gian giao hàng r?t nhanh.,POS,5
"Áo y ?nh, form ??p ,r?t ?ng nha shop?? giao hàng tên l?a.",POS,5
?ang dùng và th?y r?t hi?u qu?;giá c? thì h?p lí ;th?i gian giao hàng r?t nhanh.,POS,5
"Th?i gian giao hàng nhanh, ch?t l??ng t?t phù h?p v?i giá ti?n.",POS,4
R?t ?ng ý.,POS,5
Nh?ng ??p.,POS,4
Ch?t l??ng s?n ph?m r?t kém Ch?t l??ng s?n ph?m r?t kém ?óng gói s?n ph?m r?t kém Th?i gian giao hàng r?t ch?m R?t không ?áng ti?n R?t không ?áng ti?n Th?i gian giao hàng r?t ch?m Shop ph?c v? r?t kém ?óng gói s?n ph?m r?t kém.,NEG,1
Ch?t v?i ??p.,POS,4
Ch?t l??ng s?n ph?m tuy?t v?i C?m ?n shop nhiu l?m áo r?t ??p.,POS,5
Giá l?i r? n?a hichic.,POS,5
?óng gói s?n ph?m không c?n th?n .giao hàng ch?m.,NEG,2
"Áo v?a ng?n v?a bó, ngh? áo v?y g?i là áo cánh d?i?",NEG,1
Thank shop.,POS,4
H?i m?ng len m?m ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t Th?i gian giao hàng r?t nhanh.,POS,5
S?n ph?m r? nh?ng ch?t l??ng khá.nói là mình hài lòng v?i s?n ph?m c?a shop.s? g?i l?i có nhu c?u Th?i gian giao hàng r?t nhanh.,POS,5
Giao hàng c?c .,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n.Hàng bao ??p ?.,POS,5
Áo len m?m và ??p.,POS,4
"Dép nh?, êm chân, giao hành nhanh, nhiên h?p b? móp méo.",POS,4
Ch?t l??ng r?t kém.,NEG,1
Shop ph?c v? r?t t?t Th?i gian giao hàng r?t nhanh.,POS,5
"?óng gói s?n ph?m r?t ??p và ch?c ch?n, giá r? h?n v?i các shop khác mà ch?t ??p dã man.",POS,5
M ?ang ch? b có trách nhi?m ko ?ó.,NEG,1
L?n có d?p ?ng h? shop ti?p.,POS,4
Hàng không ?úng size.,NEG,2
?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,4
Mình h?i mà tr? l?i m?t d?y l?m.,NEG,1
??p l?m ?????.,POS,5
Shop giao hàng khá nhanh.,POS,4
Ao ??p.,POS,4
??p l?m shop ?.,POS,5
ng?c bé không nên mua.,NEU,3
"Túi ch?c ch?n, y hình.",POS,4
Áo v?i váy len ok.. shop nhi?t tình ?ng h? 4*.,POS,4
"Nói quá th?t v?ng, mua v? xong v?t xó ch? m?c ???c !",NEG,1
"Ch?t v?i m?ng mình ph?i may thêm l?p lót, dù ?? b?y m?c c?ng mát... hix.",NEG,2
?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,5
Th?i gian giao hàng r?t R?t ?áng ti?n R?t ?áng ti?n R?t ?áng ti?n.,POS,5
"??p, c?c kì ??p l?i h?p túi ti?n, l?n s? ?ng h?.",POS,5
Ch?t giày .qu?n y hình.,POS,4
Mà ?óng gói d?y nh?ng nên dán x?p v?i b?ng dính tránh ch? ??u b? long ra.,NEU,3
G?i êm nh?ng mùi n?ng quá.,NEG,2
"Màu ?en ??p, màu tr?ng v?i h?i m?ng.",NEU,3
Sp tuy?t.,POS,5
Th?i gian giao hàng nhanh.,POS,4
áo ??p l?m.,POS,5
Ch?t l??ng s?n ph?m t?m ???c.,NEU,3
L?y l?n nào ok l?n ??y???? ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t nhanh.,POS,5
Mình mua ? g?n nhà bình k có ch? ?ó c? ?.,NEG,1
Ch?t l??ng s?n ph?m tuy?t v?i(không bi?t gi?t có màu ?,POS,4
Tks shop.,POS,4
"Ch?t l??ng s?n ph?m tuy?t v?i, Th?i gian giao hàng r?t nhanh, giá h?i.",POS,5
h?i nh? Ch?t l??ng s?n ph?m t?t.,NEU,3
"Ch?t c?ng, nóng.",NEG,1
Ch?t li?u t?m ?c.ki?u c?ng t?m ?c v?i hình.,NEU,3
Ch?t l??ng s?n ph?m phù h?p v?i giá ti?n ?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,5
"Qu?n chu?n thái, s? ?ng h? shop lâu dài :).",POS,5
"Màu cam ??t ch? không ph?i ?? cam, v?i y hình nh?ng chi?u dài th?c t? có v? ng?n h?n v?i m?u.",NEU,3
R?t ?áng ti?n.,POS,4
S?n ph?m Ko gi?ng môn t? rách tùm lùm.,NEG,2
?óng gói k? và shop thân thi?n.,POS,5
Ch?t l??ng s?n ph?m kém ?óng gói s?n ph?m kém Không ?áng ti?n.,NEG,1
Th?i gian giao hàng ch?m v?i h?i m?ng.,NEG,2
"Hàng gi?ng y nh? hình nhé...v?i m?c mát l?m ?,giao hàng ??.",POS,5
"Ch?t l??ng s?n ph?m tuy?t v?i, r?t ??p mình hài lòng nè.",POS,5
S? ?ng h? shop dài dài.,POS,4
??t ti?p cái n?a ?? dành!,POS,5
Th?i gian giao hàng r?t nhanh.,POS,5
Áo ??p l?m luônnnnn.,POS,5
"Sp ngon, nh?ng th?u th?p c?m có mùi khó ch?u.",NEG,2
Ch?t x?u kinh kh?ng.,NEG,1
Ch?t co dãn bình th??ng.,NEU,3
?óng gói s?n ph?m r?t ??p và ch?c ch?n giày h?i c?ng.,POS,4
Ti?p t?c ?ng h? dài dài ??.,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n ?óng gói s?n ph?m r?t ??p và ch?c ch?n Th?i gian giao hàng r?t Th?i gian giao hàng r?t Th?i gian giao hàng r?t Th?i gian giao hàng r?t nhanh.,POS,5
Ch?t v?i qa x?u m?ng.,NEG,1
Mình mua b? n? bông mà s g?i mình có cái áo k v?y... hazzzi.,NEG,1
K ?úng s?n ph?m.,NEG,1
Xl e ch?p dìm qa.,NEU,3
Form thì quá ?ng lun ...giao hàng siu siu nhanh.,POS,5
?àn xinh l?m.,POS,5
Nói r?t hài lòng v?i giá 59k.,POS,5
Hàng nh?n ???c k ph?i lo?i mk ??t vì shop ?ã ib nó h?t hàng nh? mk k k?p h?y thì cái này mình th?y c?ng ???c nh?ng mà t?i mình ??t 4 áo l?i giao có 3 áo tính ti?n 4 chi?c.,NEG,2
voi gia ok.,POS,4
v?i giá ti?n qu?n nh? v?y là ??p.,POS,4
Quá yêu.,POS,5
Không quá xu?t s?c nh?ng hok quá x?u.,NEU,3
Shop c?ng ?? l?i gi?y nh? v?i dòng nh?n g?i siêu yêu :> c?m ?n shop ? ?.,POS,5
Tr?i ?i ch?c ch?n an toàn dã man ?y.,POS,5
??p ??.,POS,4
Hãm.,NEG,1
"Áo form r?ng, m?c tho?i mái, h?i bo d??i g?u áo, mình m?c thành váy ng?n lun.",POS,4
R?t ??p luôn.,POS,5
"Áo from r?ng, v?i mát m?n, R?t ?áng ti?n Th?i gian giao hàng r?t ?óng gói s?n ph?m r?t ??p và ch?c ch?n.",POS,5
Ch?t l??ng s?n ph?m t?t nh?ng giao hàng sai ?nh.,NEU,3
Qu?n ??p.,POS,5
Vì ng?i ??i tr? hàng nên mình ph?i ?ánh giá 3 sao.,NEU,3
Ch?t v?i ch?p nh?n ???c nh?ng h?i ng?n.,NEU,3
"?óng gói s?n ph?m r?t ??p và ch?c ch?n, ch?t l??ng thì tuy?t v?i, h?p giá ti?n, ??i khái k có ch? chê :3.",POS,5
Ok c.,NEU,3
"Ch?t l??ng s?n ph?m r?t kém,không gi?ng hình.",NEG,1
Qu?n ??p l?m??.,POS,5
"L?p ng?n ??n ng?c, m?c lên b? l? rõ vi?n l?p trong, vi?n tim b? l?ch, k cân x?ng.",NEG,1
?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n R?t ?áng ti?n Th?i gian giao hàng r?t Th?i gian giao hàng r?t Th?i gian giao hàng r?t Th?i gian giao hàng r?t Th?i gian giao hàng r?t Th?i gian giao hàng r?t R?t ?áng ti?n R?t ?áng ti?n.,POS,5
"Ch?t l??ng s?n ph?m tuy?t v?i Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t Màu h?ng ??p, ko b? ch?i da, dáng áo + ch?t áo ??p.",POS,5
Th?i gian giao hàng r?t nhanh.,POS,5
Mùi ??m.,NEG,2
"??t set 5 qu?n khác thì l?i g?i 2 cái gi?ng nhau, k có set nh? th? mà shop c?ng k ib l?i khách ?? b?o.",NEG,1
Hang te qua...dong goi xai hang ko dung chat lieu.vai xau.,NEG,1
A shipper d? th??ng.,POS,4
Hàng chu?n ok l?m nha shop.,POS,4
T?m ???c ch? ko ??p,NEU,3
"Váy ??p ngoài s?c t??ng t??ng, nh?ng mà mu?n mua thêm cái chân váy c?n s? t? v?n mà shop rep ib ch?m làm mình ??t váy này tr??c :)) ??t hàng chi?u htrc sáng nh?n ???c luôn.",POS,4
Ch?t l??ng s?n ph?m tuy?t v?i. ??p m?m. s? ch?t r?t là thích. t?ng shopp 10 luôn ??.,POS,5
Ch?t l??ng t?m dk.,NEU,3
??p y hình ??.,POS,5
Thích cách ph?c v? c?a shop dth vs nhi?t tình ghê áo không dài nh? mình t??ng nh?ng nói m?c c?ng ok :3.,NEU,3
Túi nh? nh? xinh ??.,POS,5
Co dãn t?t.,POS,4
Cái này d? th??ng c?c k? hehe 5 luôn.,POS,5
Giày r?t ??p.,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
Mua 4 cái size 34 mà m?u này ko v?a.,NEG,1
Minh muô?n doi hang.,NEG,1
Ch?t l??ng s?n ph?m tuy?t v?i2 ?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i nh?ng có ?i?u v?i h?i m?ng.,POS,4
Nh?n hàng mà quá ?ng.,POS,5
"Áo ??p, Ch?t l??ng s?n ph?m tuy?t v?i.",POS,5
Hi?n t?i mình th?y r?t ?ng ý.,POS,5
"Ch?t l??ng s?n ph?m ???c,h?i ??t nh?ng s?n ph?m dùng okie.",POS,4
nhiên hài lòng v?i ch?t l??ng s?n ph?m.,POS,4
?óng gói s?n ph?m r?t ??p và ch?c ch?n Ch?t l??ng s?n ph?m tuy?t v?i Shop ph?c v? r?t t?t R?t ?áng ti?n Shop ph?c v? r?t t?t Th?i gian giao hàng r?t nhanh.,POS,5
Ha?ng gi?ng hình nh?ng ch?t li?u k co giãn.,NEU,3
R?t ?ng luôn á.,POS,5
R?t ?áng ti?n.,POS,4
"Khóa ko kéo lên ?c, ch? xô r?t nhi?u may ?u.",NEG,1
G?i tr? l?i b?ng cách nào.tôi ch?p nh?n m?t coi nh? mua nh?m ch? v?y.,NEG,1
?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,4
Hàng v? nhanh.,NEU,3
Áo gi?t màu lem h?t.,NEG,2
"C? nhà có mua thì chú ý nhé, lúc ch?a mua nó nói chuy?n d? th?a, mua giao 5 áo mà 3 sz khác nhau.",NEG,1
Phù h?p v?i giá ti?n.,POS,4
"Thái ?? c?a shop ko thích , k?p mua ko k?p ?c chút tóc nào luôn, kem tr? s?o b?o ti?ng Nga h?t, l?y v? 1 n?a ti?ng Nga 1 n?a ti?ng Shop ph?c v? r?t kém R?t không ?áng ti?n Ch?t l??ng s?n ph?m r?t kém.",NEG,1
Hàng ??p ?áng ti?n.,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i R?t ?áng ti?n ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t.,POS,5
